basis,N_max,E_mono,delta_exact_R1p1,err_P1_Nmax,err_P2_Nmax,err_P3_Nmax,gs_err_joint_Nmax,gs_err_novel_Nmax,novel_raw_dim_Nmax,P1_ne_P2,SC_err_joint_minN,SC_err_joint_peak,SC_err_joint_Nmax,SC_err_novel_Nmax,ref_gap_N3
sto-3g,6,-1.1373060357533986,0.6470961965517743,0.00013924472725435066,0.00013924472727122605,8.830685729321885e-07,0.00013924472727122605,8.830685729321885e-07,36,True,1.7763568394002505e-14,0.0005029017586082318,1.5987211554602254e-14,1.4210854715202004e-14,1.1546319456101628e-14
