R,norm_H_a,norm_H_b,norm_H_ab,norm_H_A,norm_H_B,norm_H_tot,partition_residual,dressing_residual,delta_exact,n_terms_ab
1.1,2.2986073329279533,1.648475360614689,5.023193882982088,3.3870912543902514,3.5769193183708228,5.767774776661938,5.931632190986845e-15,6.0591862254337856e-15,0.6470961965517743,155
