system,basis,label,N,variant,raw_dim,eff_dim,gs_total,E_exact,E_mono_sum_ref,delta_vs_mono,delta_vs_dimer1000,abs_vs_mono,abs_vs_dimer1000,dropped
H2+H4,sto-3g,STO-3G,2,cp_lanczos,4,4,-3.2703942546466895,-3.277069819383523,-3.270394254646689,-4.440892098500626e-16,0.006675564736833284,4.440892098500626e-16,0.006675564736833284,0
H2+H4,sto-3g,STO-3G,3,cross_product,9,6,-3.275546356461873,-3.277069819383523,-3.2755463564618745,1.3322676295501878e-15,0.001523462921649621,1.3322676295501878e-15,0.001523462921649621,3
H2+H4,sto-3g,STO-3G,3,joint,3,3,-3.275352215480275,-3.277069819383523,-3.2755463564618745,0.00019414098159931115,0.0017176039032475998,0.00019414098159931115,0.0017176039032475998,0
H2+H4,sto-3g,STO-3G,3,cp_lanczos,6,6,-3.2757809526059867,-3.277069819383523,-3.275780952605988,1.3322676295501878e-15,0.0012888667775361462,1.3322676295501878e-15,0.0012888667775361462,0
H2+H4,sto-3g,STO-3G,4,cross_product,16,8,-3.276749682362893,-3.277069819383523,-3.2767496823628965,3.552713678800501e-15,0.0003201370206298293,3.552713678800501e-15,0.0003201370206298293,8
H2+H4,sto-3g,STO-3G,4,joint,4,4,-3.2765865558791143,-3.277069819383523,-3.2767496823628965,0.00016312648378224992,0.0004832635044085265,0.00016312648378224992,0.0004832635044085265,0
H2+H4,sto-3g,STO-3G,4,cp_lanczos,8,8,-3.2768311478030867,-3.277069819383523,-3.276831147803088,1.3322676295501878e-15,0.0002386715804361117,1.3322676295501878e-15,0.0002386715804361117,0
H2+H4,sto-3g,STO-3G,5,cross_product,25,10,-3.276995019198282,-3.277069819383523,-3.276995019198265,-1.687538997430238e-14,7.480018524086418e-05,1.687538997430238e-14,7.480018524086418e-05,15
H2+H4,sto-3g,STO-3G,5,joint,5,5,-3.27691573949134,-3.277069819383523,-3.276995019198265,7.927970692511721e-05,0.00015407989218285678,7.927970692511721e-05,0.00015407989218285678,0
H2+H4,sto-3g,STO-3G,5,cp_lanczos,10,10,-3.2770217351334585,-3.277069819383523,-3.2770217351334643,5.773159728050814e-15,4.808425006430639e-05,5.773159728050814e-15,4.808425006430639e-05,0
H2+H4,sto-3g,STO-3G,6,cross_product,36,12,-3.277057398142105,-3.277069819383523,-3.2770573981420785,-2.6645352591003757e-14,1.2421241417648332e-05,2.6645352591003757e-14,1.2421241417648332e-05,24
H2+H4,sto-3g,STO-3G,6,joint,6,6,-3.2770243842770728,-3.277069819383523,-3.2770573981420785,3.301386500575987e-05,4.543510645005355e-05,3.301386500575987e-05,4.543510645005355e-05,0
H2+H4,sto-3g,STO-3G,6,cp_lanczos,12,12,-3.2770625911839644,-3.277069819383523,-3.277062591183964,-4.440892098500626e-16,7.228199558451109e-06,4.440892098500626e-16,7.228199558451109e-06,0
H2+H4,sto-3g,STO-3G,7,cross_product,49,14,-3.2770672021894076,-3.277069819383523,-3.2770672021893845,-2.3092638912203256e-14,2.617194115206445e-06,2.3092638912203256e-14,2.617194115206445e-06,35
H2+H4,sto-3g,STO-3G,7,joint,7,7,-3.2770587043779087,-3.277069819383523,-3.2770672021893845,8.497811475827177e-06,1.1115005614126261e-05,8.497811475827177e-06,1.1115005614126261e-05,0
H2+H4,sto-3g,STO-3G,7,cp_lanczos,14,14,-3.277068510591098,-3.277069819383523,-3.2770685105910964,-1.7763568394002505e-15,1.3087924246590887e-06,1.7763568394002505e-15,1.3087924246590887e-06,0
H2+H4,sto-3g,STO-3G,8,cross_product,64,16,-3.2770696887874533,-3.277069819383523,-3.2770696887873667,-8.659739592076221e-14,1.3059606951415503e-07,8.659739592076221e-14,1.3059606951415503e-07,48
H2+H4,sto-3g,STO-3G,8,joint,8,8,-3.2770659292551803,-3.277069819383523,-3.2770696887873667,3.75953218645364e-06,3.890128342565191e-06,3.75953218645364e-06,3.890128342565191e-06,0
H2+H4,sto-3g,STO-3G,8,cp_lanczos,16,16,-3.277069760620857,-3.277069819383523,-3.2770697606208574,4.440892098500626e-16,5.876266584436962e-08,4.440892098500626e-16,5.876266584436962e-08,0
H2+H4,sto-3g,STO-3G,9,cross_product,81,17,-3.2770698022507885,-3.277069819383523,-3.2770696455219634,-1.56728825029262e-07,1.7132734342339972e-08,1.56728825029262e-07,1.7132734342339972e-08,64
H2+H4,sto-3g,STO-3G,9,joint,9,9,-3.277069044379622,-3.277069819383523,-3.2770696455219634,6.011423412388694e-07,7.750039006104714e-07,6.011423412388694e-07,7.750039006104714e-07,0
H2+H4,sto-3g,STO-3G,9,cp_lanczos,18,18,-3.2770698134871403,-3.277069819383523,-3.2770698134871425,2.220446049250313e-15,5.8963824933755404e-09,2.220446049250313e-15,5.8963824933755404e-09,0
H2+H4,sto-3g,STO-3G,10,cross_product,100,17,-3.27706979462348,-3.277069819383523,-3.2770697947995204,1.7604051549824362e-10,2.4760042904858892e-08,1.7604051549824362e-10,2.4760042904858892e-08,83
H2+H4,sto-3g,STO-3G,10,joint,10,10,-3.2770697433785716,-3.277069819383523,-3.2770697947995204,5.142094883225923e-08,7.600495122161988e-08,5.142094883225923e-08,7.600495122161988e-08,0
H2+H4,sto-3g,STO-3G,10,cp_lanczos,20,20,-3.2770698192178456,-3.277069819383523,-3.2770698192178425,-3.1086244689504383e-15,1.6567724969718256e-10,3.1086244689504383e-15,1.6567724969718256e-10,0
H2+H4,sto-3g,STO-3G,11,cross_product,121,19,-3.277069818418167,-3.277069819383523,-3.2770697826667607,-3.575140627987139e-08,9.65355795301548e-10,3.575140627987139e-08,9.65355795301548e-10,102
H2+H4,sto-3g,STO-3G,11,joint,11,10,-3.2770696890397444,-3.277069819383523,-3.2770697826667607,9.362701636206339e-08,1.3034377843723632e-07,9.362701636206339e-08,1.3034377843723632e-07,1
H2+H4,sto-3g,STO-3G,11,cp_lanczos,22,22,-3.2770698193825085,-3.277069819383523,-3.2770698193825107,2.220446049250313e-15,1.014299755297543e-12,2.220446049250313e-15,1.014299755297543e-12,0
H2+H4,sto-3g,STO-3G,12,cross_product,144,19,-3.277069817882852,-3.277069819383523,-3.2770698179397684,5.6916249491223425e-11,1.50067069881743e-09,5.6916249491223425e-11,1.50067069881743e-09,125
H2+H4,sto-3g,STO-3G,12,joint,12,11,-3.2770697932193116,-3.277069819383523,-3.2770698179397684,2.4720456792692858e-08,2.6164211242019064e-08,2.4720456792692858e-08,2.6164211242019064e-08,1
H2+H4,sto-3g,STO-3G,12,cp_lanczos,24,24,-3.277069819383525,-3.277069819383523,-3.277069819383517,-7.993605777301127e-15,-2.220446049250313e-15,7.993605777301127e-15,2.220446049250313e-15,0
H2+H2,6-31g,6-31G,1,cross_product,1,1,-2.2534679342331367,-2.3033654642197816,-2.2534679342331367,0.0,0.04989752998664487,0.0,0.04989752998664487,0
H2+H2,6-31g,6-31G,1,joint,1,1,-2.2534679342331367,-2.3033654642197816,-2.2534679342331367,0.0,0.04989752998664487,0.0,0.04989752998664487,0
H2+H2,6-31g,6-31G,1,cp_lanczos,1,1,-2.2534679342331367,-2.3033654642197816,-2.2534679342331367,0.0,0.04989752998664487,0.0,0.04989752998664487,0
H2+H2,6-31g,6-31G,2,cross_product,4,4,-2.2963890277420402,-2.3033654642197816,-2.2963890277420393,-8.881784197001252e-16,0.006976436477741377,8.881784197001252e-16,0.006976436477741377,0
H2+H2,6-31g,6-31G,2,joint,2,2,-2.2959845390545146,-2.3033654642197816,-2.2963890277420393,0.00040448868752474,0.007380925165267005,0.00040448868752474,0.007380925165267005,0
H2+H2,6-31g,6-31G,2,cp_lanczos,4,4,-2.2969981289049914,-2.3033654642197816,-2.2969981289049914,0.0,0.006367335314790168,0.0,0.006367335314790168,0
H2+H2,6-31g,6-31G,3,cross_product,9,9,-2.3025329282238785,-2.3033654642197816,-2.302532928223894,1.554312234475219e-14,0.0008325359959031609,1.554312234475219e-14,0.0008325359959031609,0
H2+H2,6-31g,6-31G,3,joint,3,3,-2.30191774391374,-2.3033654642197816,-2.302532928223894,0.0006151843101540599,0.0014477203060416777,0.0006151843101540599,0.0014477203060416777,0
H2+H2,6-31g,6-31G,3,cp_lanczos,9,9,-2.302672698885266,-2.3033654642197816,-2.302672698885267,8.881784197001252e-16,0.000692765334515677,8.881784197001252e-16,0.000692765334515677,0
H2+H2,6-31g,6-31G,4,cross_product,16,16,-2.3033632529345622,-2.3033654642197816,-2.3033632529357857,1.2234657731369225e-12,2.2112852193778565e-06,1.2234657731369225e-12,2.2112852193778565e-06,0
H2+H2,6-31g,6-31G,4,joint,4,4,-2.3028974584655,-2.3033654642197816,-2.3033632529357857,0.00046579447028571863,0.0004680057542816307,0.00046579447028571863,0.0004680057542816307,0
H2+H2,6-31g,6-31G,4,cp_lanczos,16,16,-2.3033638006987487,-2.3033654642197816,-2.303363800698749,4.440892098500626e-16,1.663521032924109e-06,4.440892098500626e-16,1.663521032924109e-06,0
H2+H2,6-31g,6-31G,5,cross_product,25,20,-2.303365449800241,-2.3033654642197816,-2.3033654609648706,1.1164629665216808e-08,1.4419540672605535e-08,1.1164629665216808e-08,1.4419540672605535e-08,5
H2+H2,6-31g,6-31G,5,joint,5,5,-2.303307528539489,-2.3033654642197816,-2.3033654609648706,5.793242538176813e-05,5.7935680292775515e-05,5.793242538176813e-05,5.7935680292775515e-05,0
H2+H2,6-31g,6-31G,5,cp_lanczos,25,25,-2.303365461774324,-2.3033654642197816,-2.3033654617743253,1.3322676295501878e-15,2.4454576141863527e-09,1.3322676295501878e-15,2.4454576141863527e-09,0
H2+H2,6-31g,6-31G,6,cross_product,36,22,-2.30336545743524,-2.3033654642197816,-2.3033654603013756,2.8661357731607495e-09,6.784541817239642e-09,2.8661357731607495e-09,6.784541817239642e-09,14
H2+H2,6-31g,6-31G,6,joint,6,6,-2.3033626768873585,-2.3033654642197816,-2.3033654603013756,2.7834140170490684e-06,2.7873324230931473e-06,2.7834140170490684e-06,2.7873324230931473e-06,0
H2+H2,6-31g,6-31G,6,cp_lanczos,36,36,-2.3033654642197825,-2.3033654642197816,-2.3033654642197825,0.0,-8.881784197001252e-16,0.0,8.881784197001252e-16,0
H2+H2,6-31g,6-31G,7,cross_product,49,26,-2.3033654641955694,-2.3033654642197816,-2.303365459334956,-4.860613245227796e-09,2.4212187810235264e-11,4.860613245227796e-09,2.4212187810235264e-11,23
H2+H2,6-31g,6-31G,7,joint,7,7,-2.3033651689166352,-2.3033654642197816,-2.303365459334956,2.9041832094733877e-07,2.953031463803768e-07,2.9041832094733877e-07,2.953031463803768e-07,0
H2+H2,6-31g,6-31G,7,cp_lanczos,36,36,-2.3033654642197825,-2.3033654642197816,-2.3033654642197825,0.0,-8.881784197001252e-16,0.0,8.881784197001252e-16,0
H2+H2,6-31g,6-31G,8,cross_product,64,26,-2.303365464194043,-2.3033654642197816,-2.3033654642197847,2.574163104895888e-11,2.573852242448993e-11,2.574163104895888e-11,2.573852242448993e-11,38
H2+H2,6-31g,6-31G,8,joint,8,8,-2.303365456575516,-2.3033654642197816,-2.3033654642197847,7.644268773532303e-09,7.644265664907834e-09,7.644268773532303e-09,7.644265664907834e-09,0
H2+H2,6-31g,6-31G,8,cp_lanczos,36,36,-2.3033654642197825,-2.3033654642197816,-2.3033654642197825,0.0,-8.881784197001252e-16,0.0,8.881784197001252e-16,0
H2+H4,6-31g,6-31G,1,cross_product,1,1,-3.27322058435266,-3.351233028637028,-3.27322058435266,0.0,0.07801244428436815,0.0,0.07801244428436815,0
H2+H4,6-31g,6-31G,1,joint,1,1,-3.27322058435266,-3.351233028637028,-3.27322058435266,0.0,0.07801244428436815,0.0,0.07801244428436815,0
H2+H4,6-31g,6-31G,1,cp_lanczos,1,1,-3.27322058435266,-3.351233028637028,-3.27322058435266,0.0,0.07801244428436815,0.0,0.07801244428436815,0
H2+H4,6-31g,6-31G,2,cross_product,4,4,-3.338509758551318,-3.351233028637028,-3.338509758551394,7.593925488436071e-14,0.012723270085710059,7.593925488436071e-14,0.012723270085710059,0
H2+H4,6-31g,6-31G,2,joint,2,2,-3.3375649278714654,-3.351233028637028,-3.338509758551394,0.0009448306799284545,0.013668100765562574,0.0009448306799284545,0.013668100765562574,0
H2+H4,6-31g,6-31G,2,cp_lanczos,4,4,-3.338937513648848,-3.351233028637028,-3.3389375136488466,-1.3322676295501878e-15,0.012295514988180045,1.3322676295501878e-15,0.012295514988180045,0
H2+H4,6-31g,6-31G,3,cross_product,9,9,-3.347806376537754,-3.351233028637028,-3.347806376539033,1.2789769243681803e-12,0.0034266520992738414,1.2789769243681803e-12,0.0034266520992738414,0
H2+H4,6-31g,6-31G,3,joint,3,3,-3.3468320915314504,-3.351233028637028,-3.347806376539033,0.0009742850075826759,0.00440093710557754,0.0009742850075826759,0.00440093710557754,0
H2+H4,6-31g,6-31G,3,cp_lanczos,9,9,-3.34799829006351,-3.351233028637028,-3.3479982900635106,4.440892098500626e-16,0.003234738573517859,4.440892098500626e-16,0.003234738573517859,0
H2+H4,6-31g,6-31G,4,cross_product,16,15,-3.350006178742693,-3.351233028637028,-3.350006941213783,7.624710898213038e-07,0.0012268498943348582,7.624710898213038e-07,0.0012268498943348582,1
H2+H4,6-31g,6-31G,4,joint,4,4,-3.3495975107690272,-3.351233028637028,-3.350006941213783,0.00040943044475572066,0.0016355178680007576,0.00040943044475572066,0.0016355178680007576,0
H2+H4,6-31g,6-31G,4,cp_lanczos,16,16,-3.3501305057691706,-3.351233028637028,-3.3501305057691706,0.0,0.0011025228678573917,0.0,0.0011025228678573917,0
