basis,R,N,E_exact,E_joint,E_novel,delta_exact,delta_P1,delta_P2,delta_P3,err_P1,err_P2,err_P3,novel_raw_dim
sto-3g,1000.0,6,-2.2746120715067866,-2.2746120715067866,-2.274612071506783,1.1546319456101628e-14,0.0,1.1546319456101628e-14,1.509903313490213e-14,1.1546319456101628e-14,0.0,3.552713678800501e-15,36
sto-3g,100.0,6,-2.274612071504755,-2.2746120715047584,-2.274612071504761,2.043254454520138e-12,2.028155421385236e-12,2.0397017408413376e-12,2.0370372055822372e-12,1.509903313490213e-14,3.552713678800501e-15,6.217248937900877e-15,36
sto-3g,10.0,6,-2.274611947861709,-2.2746119478595754,-2.27461194767626,1.2364508927831253e-07,1.236472111365572e-07,1.2364722268287665e-07,1.2383053826781065e-07,2.121858244663599e-12,2.133404564119701e-12,1.8544898949812705e-10,36
sto-3g,1.1,6,-1.6275158749550336,-1.6273766302277517,-1.627514991883487,0.6470961965517645,0.6472354412790349,0.6472354412790464,0.6470970796233111,0.00013924472727033788,0.0001392447272818842,8.830715465535377e-07,36
6-31g,1000.0,8,-2.3032286398829935,-2.303227496819134,-2.3026812148985547,-8.489209335493797e-12,0.0,1.143055370356194e-06,0.0005474249759496175,8.489209335493797e-12,1.1430638595655296e-06,0.0005474249844388268,64
6-31g,100.0,8,-2.30322863987069,-2.303227500844979,-2.3029550481520276,3.814282223402188e-12,-4.025844990707128e-09,1.139029525365487e-06,0.00027359172247676256,4.02965927293053e-09,1.1390257110832636e-06,0.00027359171866248033,64
6-31g,10.0,8,-2.3032286639005557,-2.303227560107866,-2.3019633085187543,-2.402605137064029e-08,-6.328873203287344e-08,1.0797666383233206e-06,0.0012653313557500212,3.926268066223315e-08,1.103792689693961e-06,0.0012653553818013918,64
6-31g,1.1,8,-1.7784790763094902,-1.777830178343363,-1.772903799994758,0.5247495635650141,0.525397318475771,0.5253984615311413,0.5303248398797464,0.0006477549107568592,0.0006488979661272154,0.005575276314732314,64
